question,context
Apa peran Departemen dalam penyelenggaraan Program Magang di ITS?,Peran Departemen dalam penyelenggaraan Program Magang: 1. Melakukan telaah dan verifikasi mata kuliah sesuai rincian tugas magang. 2. Informasi Mata Kuliah yang dapat dikonversikan dengan kegiatan magang kepada mahasiswa. 3. Rekomendasi mahasiswa yang akan mendaftar magang. 4. Menentukan dosen pembimbing magang untuk setiap mahasiswa.
Bagaimana peran Mitra Magang dalam Program Magang?,"Peran Mitra Magang dalam Program Magang: 1. Memberikan profil perusahaan atau informasi yang sejenis kepada mahasiswa calon peserta magang. 2. Menyusun Perjanjian Kerjasama magang dengan Wakil Rektor Bidang Akademik dan Kemahasiswaan/Direktur Kemahasiswaan ITS. 3. Koordinasi dengan Subdirektorat PK2 untuk perencanaan, penempatan, pelaksanaan, dan evaluasi magang."
Apa saja ketentuan pembimbingan magang bagi mahasiswa?,Ketentuan Pembimbingan Magang bagi Mahasiswa: 1. Melakukan pembimbingan sebelum dan saat pelaksanaan magang. 2. Membuat Laporan Magang sesuai pedoman penulisan. 3. Menyerahkan Laporan Magang sesuai jadwal kesepakatan. 4. Memenuhi jumlah bimbingan minimal. 5. Memperhatikan etika berkomunikasi dan etika perilaku selama proses pembimbingan.
Apa saja ketentuan pembimbingan magang bagi dosen?,Ketentuan Pembimbingan Magang bagi Dosen: 1. Memberikan masukan dan pengarahan tentang pelaksanaan magang dan penulisan Laporan Magang. 2. Membuat rencana bimbingan bersama mahasiswa. 3. Mengarahkan metode penulisan ilmiah dan analisis dalam Laporan Magang. 4. Mendiskusikan materi keilmuan yang relevan dengan topik Laporan Magang.
Bagaimana kriteria dosen pembimbing magang di ITS?,Kriteria Dosen Pembimbing Magang: 1. Dosen yang telah mengajar selama 4 semester berturut-turut. 2. Memperoleh SK Pembimbing Magang dari Departemen dan ketetapan melalui Keputusan Dekan.
Bagaimana proses pembimbingan magang di ITS?,Proses Pembimbingan Magang: 1. Dosen pembimbing memberikan saran dan masukan saat konsultasi keilmuan. 2. Melakukan pembimbingan bagi mahasiswa untuk konsultasi selama magang atau bimbingan penulisan laporan magang. 3. Memberikan persetujuan dan penilaian Laporan Magang. 4. Memberikan penilaian dalam bentuk laporan magang dan atau presentasi kegiatan magang.
Bagaimana pedoman penulisan laporan magang di ITS?,"Pedoman Penulisan Laporan Magang: 1. Laporan Magang ditulis dan dipresentasikan pada akhir magang (jika diperlukan). 2. Laporan Magang diserahkan ke departemen, mitra magang dan Subdirektorat PK2 Direktorat Kemahasiswaan dalam bentuk softcopy melalui SIM Magang."
Bagaimana format dan sistematika laporan magang?,"Format Penulisan Laporan Magang: 1. Kertas HVS 70 gram, ukuran A5 (148 × 210 mm). 2. Cover Laporan. 3. Jarak Tepi: atas 2,5 cm, bawah 2,5 cm, kiri 2,5 cm, kanan 2,0 cm. 4. Jenis huruf Times New Roman, Normal, 12 pt (judul), 11 pt (isi). 5. Jarak spasi 1 (satu). Sistematika Laporan Magang: Cover Luar, Cover Dalam, Lembar Pengesahan, Kata Pengantar, Daftar Isi, Daftar Gambar, Daftar Tabel, Bab 1 sampai dengan Bab 5, dan Lampiran."
Apa saja isi laporan magang menurut pedoman ITS?,"Isi Laporan Magang: 1. Bab 1: Latar Belakang, Tujuan Magang, Manfaat Magang. 2. Bab 2: Sejarah Mitra Magang, Struktur Organisasi, Visi dan Misi Perusahaan, Kegiatan Produksi (barang/jasa). 3. Bab 3: Posisi/kedudukan kegiatan magang, Metodologi penyelesaian tugas, Pembelajaran hal baru. 4. Bab 4: Kesimpulan dan Saran. 5. Bab 5: Refleksi Diri. 6. Lampiran: Absensi, Laporan logbook, Sertifikat magang, dan lain-lain."
Bagaimana bobot penilaian magang di ITS?,"Bobot Penilaian Magang: 60% dari Prestasi Kinerja Magang oleh Unit Tempat Magang dan 40% dari Penulisan Laporan Magang, dan presentasi laporan jika diperlukan."
Apa saja butir penilaian kinerja magang oleh unit mitra magang?,"Butir Penilaian Kinerja Magang: Inisiatif, kemampuan komunikasi lisan dan tulisan, disiplin, penampilan, ketekunan, kemampuan teknikal, berpikir kritis, kreatif dan analitis, kemampuan bekerjasama dalam tim, kemampuan beradaptasi, hasil pekerjaan."
Apa saja butir penilaian penulisan laporan magang?,Butir Penilaian Laporan Magang: 1. Tugas mahasiswa selama magang dijelaskan dengan baik dan relevan. 2. Deskripsi proses kegiatan magang yang dilakukan. 3. Masalah dianalisis menggunakan landasan teoritis dan bukti pendukung. 4. Refleksi diri selama magang.
Bagaimana penilaian presentasi laporan magang?,Butir Penilaian Presentasi Laporan Magang: 1. Logika dalam Analisis Presentasi. 2. Substansi Isi Presentasi. 3. Kualitas Slides Presentasi. 4. Sistematis Slides Presentasi. 5. Kemampuan Menjelaskan Isi Laporan Magang. 6. Kemampuan Menjawab Pertanyaan Penguji.
Bagaimana etika pelaksanaan magang di perusahaan mitra magang?,"Etika Pelaksanaan Magang di Perusahaan Mitra Magang: 1. Mahasiswa harus mematuhi aturan Mitra Magang. 2. Bekerja dan memberikan yang terbaik untuk kepentingan Mitra Magang. 3. Menyelesaikan tugas dari Mitra Magang dengan benar, rapi, dan tepat waktu. 4. Menghormati pegawai Mitra Magang tanpa membedakan suku, agama, ras, gender, dan golongan. 5. Bersikap jujur, disiplin, santun, profesional, dan menjaga etos kerja."
Bagaimana etika berkomunikasi dengan dosen pembimbing selama magang?,"Etika Berkomunikasi dengan Dosen Pembimbing: 1. Komunikasi dilakukan dengan norma yang berlaku umum. 2. Gunakan Bahasa Indonesia yang baik dan benar (bukan bahasa gaul). 3. Pesan terdiri dari: salam, identitas, keperluan, dan ucapan terima kasih. 4. Pesan dimulai dengan salam/sapaan tanpa disingkat. 5. Menuliskan identitas saat mengirim pesan kepada dosen. 6. Pesan ditulis singkat dan jelas. 7. Akhiri dengan ucapan terima kasih."
Bagaimana etika berpakaian di perusahaan mitra magang?,"Etika Berpakaian di Perusahaan Mitra Magang: 1. Mengenakan pakaian formal dan sopan (kemeja, celana/rok dari kain). 2. Menghindari pakaian dari bahan kaos dan jeans. 3. Menghindari pakaian yang terlalu longgar atau terlalu ketat. 4. Menghindari pakaian yang terlalu terbuka atau seksi. 5. Disarankan menggunakan sepatu, dan menghindari sandal."
