question,context
Apa saja jenis program magang di ITS berdasar mitra magang?,Jenis program magang di ITS berdasarkan mitra magang meliputi: 1. BUMN. 2. Non-BUMN. 3. ITS. 4. UKM/Kewirausahaan.
Apa saja jenis program magang di ITS berdasar jalur magang?,Jenis program magang di ITS berdasarkan jalur magang meliputi: 1. Program Magang Mahasiswa Bersertifikat (PMMB). 2. Non PMMB. 3. Mandiri. 4. Kerjasama.
Apa penghargaan yang diterima ITS terkait program magang?,ITS menerima penghargaan sebagai kontributor terbaik PMMB 2019 bersama UGM dan Politeknik Negeri Ujung Pandang.
Apa itu Kuliah Kerja Nyata (KKN) dalam MB-KM di ITS?,"Kuliah Kerja Nyata (KKN) adalah kegiatan pembelajaran dan sarana pengabdian kepada masyarakat yang melibatkan mahasiswa dalam upaya meningkatkan empati, menerapkan IPTEKS, menanamkan nilai kepribadian, mendorong learning community, dan memberikan kontribusi kepada masyarakat."
Apa tujuan dari kegiatan KKN di ITS?,"Tujuan dari kegiatan KKN di ITS adalah: 1. Meningkatkan empati dan kepedulian mahasiswa. 2. Menerapkan IPTEKS secara team work dan interdisipliner. 3. Menanamkan nilai kepribadian: keuletan, etos kerja, tanggung jawab, kemandirian, kepemimpinan, dan kewirausahaan. 4. Mendorong learning community dan learning society. 5. Kontribusi nasional melalui aktivitas yang memecahkan permasalahan masyarakat. 6. Sarana tidak langsung dalam promosi dan branding institusi."
Apa saja skema KKN di ITS?,"Skema KKN di ITS meliputi: 1. KKN ABMAS (pengabdian kepada masyarakat oleh mahasiswa yang bergabung pada tim pengabdi dosen ITS dengan pendanaan dari ITS atau Kementerian Riset dan Teknologi/BRIN). 2. KKN PPM/Reguler (pengabdian masyarakat multidisiplin dengan tema khusus dari kelompok mahasiswa). 3. KKN Kolaborasi (pengabdian masyarakat oleh mahasiswa bersama mitra atau PT lain dari dalam/luar negeri, termasuk KKN Kolaborasi PTN Jatim, KKN Kebangsaan, KKN Tanggap Bencana, dll.). 4. KKN Mandiri (aktivitas sosial di berbagai tempat melalui berbagai kesempatan)."
Bagaimana sosialisasi Program MB-KM dilakukan di Ditjen Dikti pada tahun 2020?,Sosialisasi Program MB-KM dilakukan dengan kegiatan penyuluhan dan pemberian informasi secara langsung kepada mahasiswa dan civitas akademika terkait dengan kebijakan baru mengenai hak belajar tiga semester di luar program studi yang merupakan bagian dari upaya untuk menghadapi tantangan abad 21.
Apa saja kesempatan belajar di luar program studi dalam MB-KM?,"Kesempatan belajar di luar program studi meliputi: 1. Satu semester atau setara dengan 20 SKS menempuh pembelajaran di luar program studi pada perguruan tinggi yang sama. 2. Paling lama dua semester atau setara dengan 40 SKS menempuh pembelajaran pada program studi yang sama di perguruan tinggi yang berbeda, pada program studi yang berbeda di perguruan tinggi yang berbeda, atau di luar perguruan tinggi."
Apa tujuan dari MB-KM dalam memberikan hak belajar 3 semester di luar program studi?,Tujuan dari MB-KM dalam memberikan hak belajar 3 semester di luar program studi adalah untuk mempersiapkan mahasiswa menghadapi tantangan abad 21 dengan memberikan fleksibilitas belajar yang memungkinkan mahasiswa memperoleh keahlian dan pengalaman di berbagai bidang yang berbeda dari program studi utama mereka.
Apa manfaat dari kegiatan MB-KM bagi mahasiswa di ITS?,Manfaat dari kegiatan MB-KM bagi mahasiswa di ITS termasuk: 1. Memperoleh pengalaman belajar di lapangan yang relevan dengan bidang studi. 2. Mengembangkan keterampilan profesional dan jejaring dengan dunia industri. 3. Menambah kompetensi melalui magang dan proyek nyata. 4. Memperoleh alih kredit SKS yang dapat membantu percepatan kelulusan.
Apa itu insentif pajak super 200% untuk perusahaan penyedia magang?,"Insentif Pajak Super 200% adalah pengurangan penghitungan penghasilan bruto maksimal 200% dari biaya yang dikeluarkan oleh perusahaan untuk kegiatan praktik kerja, pemagangan, dan pembelajaran. Ini diatur oleh Peraturan Menteri Keuangan (PMK) 2019 tentang insentif pajak bidang vokasi & penelitian dan pengembangan."
Apa manfaat dari insentif pajak super 200% bagi perusahaan penyedia magang?,"Manfaat dari insentif pajak super 200% bagi perusahaan penyedia magang adalah mendapatkan pengurangan penghitungan penghasilan bruto maksimal 200% dari biaya yang dikeluarkan untuk kegiatan praktik kerja, pemagangan, dan pembelajaran, sehingga biaya operasional perusahaan dapat lebih efisien."
Berapa jumlah lowongan posisi magang yang tersedia dalam Program Magang Mahasiswa Bersertifikat (PMMB)?,Terdapat 9000 lowongan posisi magang di 142 BUMN yang diperebutkan oleh 3500 PTN/PTS seluruh Indonesia dalam Program Magang Mahasiswa Bersertifikat (PMMB).
Berapa jumlah uang saku yang diberikan kepada mahasiswa dalam PMMB?,"Mahasiswa yang mengikuti PMMB akan mendapatkan uang saku antara Rp 1,6 juta hingga Rp 2 juta per bulan."
Apa saja sertifikat yang diperoleh dari PMMB?,Sertifikat yang diperoleh dari PMMB meliputi Sertifikat Industri dan/atau Sertifikat Kompetensi.
Apa saja manfaat dari magang bagi perusahaan/BUMN?,"Manfaat dari magang bagi perusahaan/BUMN adalah: 1. Rekrutmen SDM unggul sejak di bangku kuliah. 2. Talent management yang lebih hemat, efektif, & fleksibel."
Apa saja manfaat dari magang bagi perguruan tinggi?,"Manfaat dari magang bagi perguruan tinggi adalah: 1. Konfirmasi pengetahuan & keterampilan mahasiswa & dosen dengan kasus kerja nyata. 2. Media konfirmasi kurikulum prodi vs. praktik & permasalahan dunia kerja terkini. 3. Peningkatan kompetensi, sertifikasi, & network calon alumni ITS → peluang kerja & gaji pertama semakin tinggi."
Apa peraturan yang mengatur tentang insentif pajak bagi perusahaan penyedia magang?,Insentif pajak bagi perusahaan penyedia magang diatur oleh Peraturan Menteri Keuangan (PMK) 2019 tentang insentif pajak bidang vokasi & penelitian dan pengembangan.
Apa tujuan magang di dalam MB-KM di ITS?,"Tujuan magang di dalam MB-KM di ITS adalah memberikan mahasiswa kesempatan untuk memperoleh pengalaman kerja nyata di industri, mengembangkan keterampilan profesional, dan meningkatkan daya saing di dunia kerja."
Apa aturan terkait magang yang tercantum dalam Peraturan Rektor ITS No. 12 Tahun 2019?,"Peraturan Rektor ITS No. 12 Tahun 2019 tentang Magang mengatur ketentuan umum magang termasuk durasi maksimal 6 bulan, wajib dibimbing oleh dosen pembimbing internal dan eksternal, dan mahasiswa tidak harus cuti selama magang."
Apa yang dimaksud dengan Program Magang Mahasiswa Bersertifikat (PMMB)?,"Program Magang Mahasiswa Bersertifikat (PMMB) adalah program magang yang menyediakan 9000 lowongan posisi magang di 142 BUMN bagi mahasiswa dari 3500 PTN/PTS seluruh Indonesia, dengan insentif uang saku, sertifikat industri, dan/atau sertifikat kompetensi."
Mengapa magang dianggap penting dalam MB-KM di ITS?,"Magang dianggap penting dalam MB-KM di ITS karena memberikan pengalaman kerja nyata, mengembangkan keterampilan profesional, dan memperkuat jaringan dengan dunia industri, yang semua ini dapat meningkatkan daya saing dan peluang kerja mahasiswa."
Bagaimana ITS memfasilitasi kegiatan magang bagi mahasiswanya?,"ITS memfasilitasi kegiatan magang dengan perubahan SOTK menuju Unit Pengelolaan Magang Industri, penambahan kuliah wajib MK Magang di Fakultas Vokasi, dan berbagai jenis program magang yang bekerjasama dengan BUMN, Non-BUMN, ITS, dan UKM/Kewirausahaan."
Apa yang dimaksud dengan KKN ABMAS di ITS?,KKN ABMAS adalah kegiatan pengabdian kepada masyarakat oleh mahasiswa yang bergabung pada tim pengabdi dosen ITS dengan pendanaan dari ITS atau Kementerian Riset dan Teknologi/BRIN.
Apa yang dimaksud dengan KKN PPM/Reguler di ITS?,KKN PPM/Reguler adalah kegiatan pengabdian masyarakat multidisiplin dengan tema khusus dari kelompok mahasiswa.
Apa yang dimaksud dengan KKN Kolaborasi di ITS?,"KKN Kolaborasi adalah kegiatan pengabdian masyarakat oleh mahasiswa bersama mitra atau perguruan tinggi lain dari dalam/luar negeri, termasuk KKN Kolaborasi PTN Jatim, KKN Kebangsaan, KKN Tanggap Bencana, dll."
Apa yang dimaksud dengan KKN Mandiri di ITS?,KKN Mandiri adalah kesempatan bagi mahasiswa untuk beraktivitas sosial di berbagai tempat melalui berbagai kesempatan.
Apa saja tema KKN yang dapat diikuti oleh mahasiswa di ITS?,"Tema KKN yang dapat diikuti oleh mahasiswa di ITS meliputi KKN ABMAS, KKN PPM/Reguler, KKN Kolaborasi, dan KKN Mandiri."
Apa tujuan dari Program MB-KM di ITS?,"Tujuan dari Program MB-KM di ITS adalah memberikan fleksibilitas belajar bagi mahasiswa, mempersiapkan mahasiswa menghadapi tantangan abad 21, dan memberikan kesempatan bagi mahasiswa untuk memperoleh keahlian dan pengalaman di berbagai bidang yang berbeda dari program studi utama mereka."
Apa saja kegiatan yang disosialisasikan dalam Program MB-KM Ditjen Dikti pada tahun 2020?,"Kegiatan yang disosialisasikan dalam Program MB-KM Ditjen Dikti pada tahun 2020 meliputi hak belajar tiga semester di luar program studi, kesempatan belajar di perguruan tinggi yang berbeda, dan kegiatan magang di industri."
Bagaimana magang membantu mahasiswa dalam mengembangkan keterampilan profesional?,"Magang membantu mahasiswa dalam mengembangkan keterampilan profesional dengan memberikan pengalaman kerja nyata, interaksi dengan profesional di bidangnya, serta penggunaan dan penerapan pengetahuan yang diperoleh di kelas dalam situasi kerja nyata."
Apa yang dimaksud dengan Hak Belajar 3 Semester di Luar Program Studi dalam MB-KM?,Hak Belajar 3 Semester di Luar Program Studi dalam MB-KM memungkinkan mahasiswa untuk mengikuti pembelajaran selama satu semester di luar program studi pada perguruan tinggi yang sama dan paling lama dua semester di program studi yang sama atau berbeda di perguruan tinggi lain atau di luar perguruan tinggi.
Apa saja keuntungan yang diperoleh perusahaan dari magang di bawah MB-KM?,"Keuntungan yang diperoleh perusahaan dari magang di bawah MB-KM meliputi rekrutmen SDM unggul sejak di bangku kuliah, talent management yang lebih hemat, efektif, dan fleksibel, serta kesempatan untuk berkontribusi dalam pengembangan keterampilan profesional mahasiswa."
