question,context
Apa yang dimaksud dengan lomba Kementerian dalam Peraturan Rektor ITS Nomor 7 Tahun 2023?,Pasal 1 ayat 8: Lomba Kementerian adalah lomba yang diselenggarakan oleh Kementerian.
Apa yang dimaksud dengan lomba Mandiri dalam Peraturan Rektor ITS Nomor 7 Tahun 2023?,Pasal 1 ayat 9: Lomba Mandiri adalah lomba yang penyelenggaraannya di luar Kementerian.
Apa tujuan dari pemberian apresiasi kepada mahasiswa berprestasi dan dosen pembimbing di bidang kemahasiswaan?,"Pasal 3: Peraturan ini diterbitkan dengan tujuan: a. memotivasi Mahasiswa agar berprestasi dalam berbagai kegiatan lomba; dan 
 b. mendorong Pembimbing untuk melakukan pembinaan, pendampingan dan/atau pelatihan secara intensif kepada perorangan atau kelompok Mahasiswa."
Apa syarat untuk dosen pembimbing mendapatkan apresiasi dalam lomba Kementerian di bidang penalaran?,Pasal 4 ayat 3: Syarat untuk Dosen Penalaran yaitu dosen aktif yang tergabung pada kegiatan penalaran yang dibuktikan dengan Surat Keputusan Rektor dan mendukung kegiatan kompetisi yang diselenggarakan oleh Kementerian.
Bagaimana cara mahasiswa mengajukan apresiasi untuk prestasi dalam lomba Kementerian?,"Pasal 7 ayat 1: Untuk mendapatkan Apresiasi atas prestasi Kementerian yang diraih oleh Mahasiswa, prosedur yang harus dilakukan oleh Mahasiswa yaitu: a. Mahasiswa harus mengisi data dan mengunggah dokumen penghargaan yang diraih ke myITS StudentConnect; b. mendapatkan verifikasi dari direktorat yang mengurusi kemahasiswaan; dan c. mendapatkan penetapan melalui Surat Keputusan Rektor."
Bagaimana cara mahasiswa mengajukan apresiasi untuk prestasi dalam lomba Mandiri?,"Pasal 7 ayat 2: Untuk mendapatkan Apresiasi atas prestasi Lomba mandiri yang diraih oleh Mahasiswa, prosedur yang harus dilakukan oleh Mahasiswa yaitu: a. Mahasiswa harus mengisi data dan mengunggah dokumen penghargaan yang diraih ke myITS StudentConnect; b. mendapatkan verifikasi dari Dosen Pembimbing dan direktorat yang mengurusi kemahasiswaan; dan c. mendapatkan penetapan melalui Surat Keputusan Rektor."
Apa saja bentuk apresiasi yang diberikan kepada dosen pembimbing dalam lomba Kementerian dan lomba Mandiri?,Pasal 8 ayat 1: Apresiasi Lomba Kementerian dan Lomba Mandiri bagi dosen Pembimbing kompetisi yang diikuti oleh Mahasiswa yang meraih medali/juara berupa: a. piagam/sertifikat atau tanda jasa; b. angka kredit kepegawaian (Kum B) untuk Beban Kerja Dosen (BKD) yang terintegrasi dengan sistem informasi kepegawaian ITS; dan/atau c. reward sesuai dengan SBI.
Apa saja bentuk apresiasi yang diberikan kepada mahasiswa dalam lomba Kementerian dan lomba Mandiri?,Pasal 8 ayat 2: Apresiasi Lomba Kementerian dan Lomba Mandiri bagi Mahasiswa berupa: a. reward sesuai dengan SBI; b. konversi nilai akademik (SKS) untuk setiap lomba yang diputuskan oleh tim reviewer Departemen; c. konversi nilai Satuan Kredit Ekstrakurikuler Mahasiswa (SKEM) untuk setiap lomba yang diputuskan oleh tim review direktorat yang mengurusi kemahasiswaan; dan/atau d. beasiswa Magister di seluruh program studi yang ada di ITS selama waktu yang ditentukan.
Bagaimana bentuk apresiasi berupa konversi nilai akademik diberikan kepada mahasiswa?,Pasal 8 ayat 2: ...konversi nilai akademik (SKS) untuk setiap lomba yang diputuskan oleh tim reviewer Departemen.
Bagaimana bentuk apresiasi berupa konversi nilai Satuan Kredit Ekstrakurikurer Mahasiswa (SKEM) diberikan kepada mahasiswa?,Pasal 8 ayat 2: ...konversi nilai Satuan Kredit Ekstrakurikuler Mahasiswa (SKEM) untuk setiap lomba yang diputuskan oleh tim review direktorat yang mengurusi kemahasiswaan.
Bagaimana bentuk apresiasi berupa beasiswa Magister diberikan kepada mahasiswa?,Pasal 8 ayat 2: ...d. beasiswa Magister di seluruh program studi yang ada di ITS selama waktu yang ditentukan.
Apa yang diatur dalam Pasal 7 Peraturan Rektor ITS Nomor 7 Tahun 2023?,Pasal 7: Prosedur pengajuan mendapatkan apresiasi untuk prestasi Kementerian dan lomba Mandiri oleh mahasiswa.
Apa yang diatur dalam Pasal 8 Peraturan Rektor ITS Nomor 7 Tahun 2023?,"Pasal 8: Bentuk apresiasi bagi dosen pembimbing dan mahasiswa dalam lomba Kementerian dan lomba Mandiri, termasuk piagam/sertifikat, angka kredit kepegawaian, reward sesuai dengan SBI, konversi nilai akademik, konversi nilai SKEM, dan beasiswa Magister."
Apa yang diatur dalam Pasal 9 Peraturan Rektor ITS Nomor 7 Tahun 2023?,"Pasal 9: Ketentuan lebih lanjut mengenai syarat, prosedur dan bentuk apresiasi diatur lebih lanjut dalam petunjuk teknis Wakil Rektor yang membidangi kemahasiswaan."
Apa yang diatur dalam Pasal 10 Peraturan Rektor ITS Nomor 7 Tahun 2023?,Pasal 10: Peraturan Rektor ITS Nomor 27 TAHUN 2022 tentang Pemberian Apresiasi Bagi Mahasiswa Berprestasi dan Dosen Pembimbing di Bidang Kompetisi Kemahasiswaan ITS dicabut dan dinyatakan tidak berlaku pada saat Peraturan Rektor ITS Nomor 7 Tahun 2023 mulai berlaku.
"Dalam peraturan ini, apa yang disebut sebagai lomba Kementerian?",Pasal 1 ayat 8: Lomba Kementerian adalah lomba yang diselenggarakan oleh Kementerian.
"Dalam peraturan ini, apa yang disebut sebagai lomba Mandiri?",Pasal 1 ayat 9: Lomba Mandiri adalah lomba yang penyelenggaraannya di luar Kementerian.
