,question,ground_truth,contexts,answer
10,Mengapa penting untuk mengunggah kegiatan mahasiswa di myITS StudentConnect? ,"Karena bukti atau dokumen pendukung kegiatan SKEM harus diunggah di myITS StudentConnect dalam waktu satu tahun semenjak selesai kegiatan, jika melebihi batas waktu tersebut, kegiatan dinyatakan tidak berlaku.","['(ii) Kegiatan MBKM dalam bentuk pertukaran pelajar  dapat dilakukan dengan PT di dalam \nnegeri atau di luar negeri.  \n(iii) Kegiatan dalam Pertukaran pelajar yang dilaksanakan di dalam negeri maupun luar \nnegeri dalam rangka  memperluas wawasan mahasiswa, penyetaraan pendidikan, \npengkayaan sains dan teknologi (saintek) serta terjadinya kolaborasi invensi dan inovasi 10 Dokumen Panduan Baku Mutu Pelaksanaan MBKM - 2021  \n NO ELEMEN PENILAIAN  INDIKATOR  \n(1) (2) (3) \nmultidisiplin lingkup nasion al dan internasional .  \n(iv) Kegiatan pertukaran pelajar  dalam negeri (nasional) dalam bentuk kuliah dapat \ndilakukan  di luar program studi di internal ITS atau di luar program studi di luar ITS baik \ndalam bidang keilmuan sebidang atau tidak sebidang.  \n(v) Kegiatan pe rtukaran pelajar internasional dapat dilakukan dalam bentuk: (a) student \nexchange,  (b) internship, (c) short program, (d) public service/outreach program , atau (e) \nMK secara online .']","Penting untuk mengunggah kegiatan mahasiswa di myITS StudentConnect karena dengan demikian informasi mengenai kegiatan tersebut dapat terdokumentasi dengan baik. Selain itu, pengunggahan kegiatan mahasiswa juga dapat memperluas wawasan mahasiswa, meningkatkan penyetaraan pendidikan, mengkaya sains dan teknologi, serta memungkinkan terjadinya kolaborasi invensi dan inovasi baik dalam lingkup nasional maupun internasional."
11,Sebutkan salah satu dasar hukum perubahan peraturan ini.,Undang-Undang Nomor 12 Tahun 2012 tentang Pendidikan Tinggi.,"['Menetapkan :    PERATURAN REKTOR INSTITUT TEKNOLOGI SEPULUH\n                NOPEMBER TENTANG PERUBAHAN ATAS PERATURAN\n                REKTOR INSTITUT TEKNOLOGI SEPULUH NOPEMBER\n                NOMOR 12 TAHUN 2019 TENTANG BAKU MUTU MAGANG\n                PROGRAM STUDI SARJANA TERAPAN DAN SARJANA.\n\n\n                                  Pasal I\n\n\nKetentuan Pasal 4 Peraturan Rektor Institut Teknologi Sepuluh Nopember\nNomor 12 Tahun 2019 tentang Baku Mutu Magang Program Studi Sarjana\nTerapan dan Sarjana, diubah sehingga Pasal 4 berbunyi sebagai berikut:']",Dasar hukum perubahan peraturan ini adalah Peraturan Rektor Institut Teknologi Sepuluh Nopember Nomor 12 Tahun 2019 tentang Baku Mutu Magang Program Studi Sarjana Terapan dan Sarjana.
12,Apa yang terjadi jika mahasiswa tidak membayar UKT atau SPP? ,"Status mahasiswa dinyatakan tidak aktif dan jika tidak membayar selama 2 semester berturut-turut, dinyatakan mengundurkan diri.","['Pasal 12\n(1) Mahasiswa dapat menerima penyesuaian pembayaran nilai UKT atau SPP dengan \n  kondisi sebagai berikut:\n  a. Mahasiswa program sarjana dan sarjana terapan penerima beasiswa KIP-K yang \n   berada pada semester XI dan seterusnya, diwajibkan membayar UKT atau SPP \n   berdasarkan hasil evaluasi kemampuan ekonomi orang tua/wali Mahasiswa;\n  b. Mahasiswa program studi magister yang berada pada semester VII dan \n   seterusnya, diwajibkan membayar SPP senilai SPP yang dikenakan kepada \n   Mahasiswa baru program magister tersebut pada semester berjalan;\n  c. Mahasiswa program studi doktor yang berada pada semester XIII dan seterusnya, \n   diwajibkan membayar SPP senilai SPP yang dikenakan kepada Mahasiswa Baru \n   program doktor pada semester berjalan; dan/atau\n  d. Mahasiswa program pascasarjana yang berpindah jenis kelas diwajibkan \n   membayar SPP untuk jenis kelas dengan tarif lebih tinggi.']","Jika mahasiswa tidak membayar UKT atau SPP sesuai dengan ketentuan yang telah ditetapkan, maka mahasiswa tersebut dapat dikenakan sanksi administratif sesuai dengan peraturan yang berlaku di perguruan tinggi tersebut. Sanksi administratif tersebut dapat berupa pembekuan hak sebagai mahasiswa, tidak diizinkan mengikuti perkuliahan, tidak diizinkan mengikuti ujian, atau sanksi lainnya sesuai dengan kebijakan perguruan tinggi."
13,Apa saja peran Penanggung Jawab Fakultas atau Prodi dalam program MBKM?,"Penanggung Jawab Fakultas atau Prodi bertugas melakukan verifikasi data dan dokumen mahasiswa, memberikan rekomendasi kepada mahasiswa untuk mengikuti Program MBKM, dan melakukan koordinasi jika ada data yang perlu diperbaiki.","['Penanggungjawab Fakultas atau Prodi\nPenanggung Jawab Fakultas atau Prodi, bertugas untuk:\n1)\n2)\n3\nMelakukan verifikasi kebenaran data dan dokumen mahasiswa yang akan mendaftar Program flagship\nMBKM;\nMemberikan rekomendasi kepada mahasiswa untuk mengikuti Program flagship MBKM; dan melakukan koordinasi dengan mkhasiswa apabila terdapat data atau dokumen yang perlu diperbaiki.\n2023']","Penanggung Jawab Fakultas atau Prodi dalam program MBKM bertugas untuk melakukan verifikasi kebenaran data dan dokumen mahasiswa yang akan mendaftar Program flagship MBKM, memberikan rekomendasi kepada mahasiswa untuk mengikuti Program flagship MBKM, dan melakukan koordinasi dengan mahasiswa apabila terdapat data atau dokumen yang perlu diperbaiki."
14,Bagaimana penilaian prestasi mahasiswa dilakukan oleh mitra magang?,"Mitra magang memberikan penilaian berdasarkan formulir penilaian yang meliputi aspek-aspek seperti inisiatif, kemampuan komunikasi, disiplin, penampilan, ketekunan, kemampuan teknikal, berpikir kritis, kemampuan bekerjasama, kemampuan beradaptasi, dan hasil pekerjaan (kontribusi), yang kemudian diserahkan ke departemen untuk verifikasi.","['melaksanakan program magang industri. Fokus evaluasi adalah individu mahasiswa, yaitu \nprestasi yang dicapai dalam pelaksanaan magang oleh mahasiswa. Melalui evaluasi akan \ndiperoleh tentang apa yang telah dicapai dan apa yang belum dicapai oleh mahasiswa \nselama mengikuti kegiatan.  Evaluasi dapat memberikan informasi terkait kemampuan apa \nyang telah dicapai oleh mahasiswa selama mengikuti program.  Selain itu, melalui evaluasi \ndapat dilakukan judgment terhadap nilai atau implikasi dari hasil program. Selanjutnya, \nprogram ini digunakan untuk meningkatkan kompetensi mahasiswa.\n1. Prinsip Penilaian\nPenilaian dalam pelaksanaan kebijakan Merdeka Belajar - Kampus Merdeka, program \n“hak belajar tiga semester di luar program studi” mengacu kepada 5 (lima) prinsip sesuai \nSNPT yaitu edukatif, otentik, objektif, akuntabel, dan transparan yang dilakukan secara \nterintegrasi.\n2. Aspek – aspek Penilaian\nSejalan dengan prinsip-prinsip penilaian di atas, maka aspek-aspek yang dinilai dalam']","Penilaian prestasi mahasiswa dilakukan oleh mitra magang dengan fokus pada evaluasi individu mahasiswa. Evaluasi tersebut memberikan informasi tentang prestasi yang telah dicapai dan yang belum dicapai oleh mahasiswa selama mengikuti kegiatan magang. Evaluasi juga dapat memberikan informasi terkait kemampuan yang telah dicapai oleh mahasiswa selama mengikuti program magang. Selain itu, melalui evaluasi juga dapat dilakukan penilaian terhadap nilai atau implikasi dari hasil program magang untuk meningkatkan kompetensi mahasiswa. Penilaian dilakukan berdasarkan prinsip-prinsip penilaian yang meliputi edukatif, otentik, objektif, akuntabel, dan transparan yang dilakukan secara terintegrasi sesuai dengan Standar Nasional Pendidikan Tinggi (SNPT)."
15,"Proyek P13 ""Application of Novel Snap-shot based Hyperspectral Imaging Combined with AI to Detect Lesions"" menggunakan metode apa?","Proyek ini menggunakan model pembelajaran mesin seperti YOLOv5, YOLOv8, R-CNN, dan Faster R-CNN untuk mendeteksi kanker esofagus stadium awal menggunakan model gambar cahaya putih (WLI) dan gambar narrowband hiperspektral (HSI-NBI).","['techniques. In this research, you will learn deep learning\r\ntechniques such as CNN, RNN, LSTM, AE, VAE, etc. The\r\npossible applications and topics include: (1) 3D human\r\nskeleton extraction, (2) skeleton-based action\r\nrecognition/behavior modeling, (3) action prediction for\r\nelderly monitoring, (4) 3D object (vehicle, pedestrian,\r\ncyclist) detection and positioning from fusion of RGB/LiDAR\r\nsensor data, (5) object (head/vehicle/ human/object) pose\r\nestimation from single RGB image, (6) deep learning-based\r\nadverse drug reaction (ADR) prediction for clinic medicine\r\nuse, (7) AI-generated content (AIGC), such as\r\n(text/audio/image) -to-(image/video), (8) elderly caring\r\napplication of AIGC, (9) heart rate estimation from facial\r\nimage sequence. The intern student is expected to have\r\nsome preliminary knowledge on NN (neural network) or\r\ndeep learning and skilled in Python programming. He/She\r\nwill learn how to apply state-of-the-art deep learning']",Saya tidak tahu.
16,"Apa yang akan dikembangkan dalam proyek P16 ""Next Generation Wireless Communication, B5G/6G, Reconfigurable Intelligent Surface, System Level Simulation, Artificial Intelligence-enhanced Wireless Research""? ","Proyek ini berfokus pada inovasi dan desain konsep-konsep canggih dan arsitektur di luar 5G dan 6G, mengidentifikasi dan memvalidasi solusi untuk masalah kunci melalui simulasi atau eksperimen prototipe, serta merancang algoritma, model, dan protokol baru untuk mengoptimalkan kinerja jaringan nirkabel.","['Category\r\n■ Scholarship\r\n■ Self-supported\r\nIntern period At least 8 weeks between 2024/5/1- 2024/12/31\r\n\r\nNumber P16\r\nProject title\r\nNext generation Wireless communication, B5G/6G,\r\nReconfigurable Intelligent Surface, System level\r\nsimulation, Artificial Intelligence-enhanced wireless\r\nresearch\r\nDescription of the\r\nresearch\r\nInnovate and design cutting-edge concepts and\r\narchitectures beyond 5G (B5G) and 6G.\r\nIdentify and validate solutions to key problems through\r\nsimulation or prototype experiments.\r\nConduct research on AI and machine learning\r\ntechniques applied to wireless communications and\r\nnetworks.\r\nDesign and implement novel algorithms, models, and\r\nprotocols to optimize wireless network performance.\r\nCollaborate with the research team to manage projects\r\nand ensure timely deliverables,\r\nPlease refer to the website of our lab at\r\nhttps://sites.google.com/view/ccuantlab/english\r\nMentor at CCU\r\nAssoc. Prof. Jen-Yi Pan\r\nDept. of Communications Engineering,']","Proyek P16 akan mengembangkan konsep dan arsitektur terdepan di luar 5G (B5G) dan 6G. Proyek ini juga akan mengidentifikasi dan memvalidasi solusi untuk masalah kunci melalui simulasi atau eksperimen prototipe. Selain itu, proyek ini akan melakukan penelitian tentang teknik kecerdasan buatan dan pembelajaran mesin yang diterapkan pada komunikasi nirkabel dan jaringan. Algoritma, model, dan protokol baru akan dirancang dan diimplementasikan untuk mengoptimalkan kinerja jaringan nirkabel. Kolaborasi dengan tim penelitian akan dilakukan untuk mengelola proyek dan memastikan pengiriman tepat waktu."
17,Bagaimana cara menghubungi penyelenggara program internship ini?,"Kontak dapat dilakukan melalui nomor +886-5-2720411 ext. 23003, 23005, atau email coleng_dia@ccu.edu.tw. Alamatnya adalah No.168, Sec. 1, University Rd., Minhsiung, Chiayi 621301, Taiwan (R.O.C.).","['Penanggungjawab Fakultas atau Prodi\nPenanggung Jawab Fakultas atau Prodi, bertugas untuk:\n1)\n2)\n3\nMelakukan verifikasi kebenaran data dan dokumen mahasiswa yang akan mendaftar Program flagship\nMBKM;\nMemberikan rekomendasi kepada mahasiswa untuk mengikuti Program flagship MBKM; dan melakukan koordinasi dengan mkhasiswa apabila terdapat data atau dokumen yang perlu diperbaiki.\n2023']",Saya tidak tahu.
18,Apa yang harus dilakukan jika ingin menghapus atau menarik artikel yang telah diunggah?,"Isi form di link: https://its.id/FHAJTeknikITS untuk Jurnal Teknik, https://its.id/FHAJSainsSeniITS untuk Jurnal Sains & Seni, atau https://its.id/FHAJRepositoryITS untuk Repository.","['data diri dan akademik, maka Anda dapat meminta mahasiswa untuk melakukan revisi data.\n1.\n2\n3\n4\n5\nPada pertanyaan pertama untuk mengizinkan mahasiswa mengikuti program, klik ""Ya, Beri Izin"".\nPertanyaan berikutnya, apakah data akademik sudah sesuai dengan data pembanding internal? Anda klik\n""Tidak Sesuai"".\nKolom komentar akan muncul, dan Anda diharapkan memberikan deskripsi ketidaksesuaian data yang Anda maksudkan agar mahasiswa dapat melakukan perbaikan sesuai dengan data yang benar. Klik ""Kirim Permintaan Revisi""\nNotifikasi permintaan revisi berhasil terkirim\nBerikut tampilan pada akun mahasiswa yang perlu melakukan revisi. Klik ""Perbaiki Data"", kemudian lakukan perbaikan data sesuai dengan catatan perbaikan yang diberikan.\nKementerian Pendidikan, Kebudayaan, Riset dan\nTeknologi']","Jika ingin menghapus atau menarik artikel yang telah diunggah, Anda dapat meminta mahasiswa untuk melakukan revisi data. Pertama, klik ""Tidak Sesuai"" pada pertanyaan apakah data akademik sudah sesuai dengan data pembanding internal. Kemudian, kolom komentar akan muncul, dan Anda diharapkan memberikan deskripsi ketidaksesuaian data yang Anda maksudkan agar mahasiswa dapat melakukan perbaikan sesuai dengan data yang benar. Setelah itu, klik ""Kirim Permintaan Revisi"" untuk mengirim notifikasi permintaan revisi kepada mahasiswa. Mahasiswa akan melihat tampilan pada akun mereka yang perlu melakukan revisi, dan mereka dapat klik ""Perbaiki Data"" untuk melakukan perbaikan sesuai dengan catatan perbaikan yang diberikan."
19,Apa yang terjadi dengan artikel yang tidak memenuhi ketentuan publikasi?,Artikel tersebut tidak akan dipublikasikan di Jurnal Teknik ITS dan Jurnal Sains & Seni ITS.,"[""melakukan UNGGAH di Jurnal Repository, menggunakan login 'mahasiswa', dengan.\nkata sandi 'M4h4sisw4lTs!' ke alamat 'https://ejurnal.its.ac.id/index.php/index/login'\ndengan mengunggah file artikel dan file Form Telaah(dalam format pdf) saja.\nPengecekan file vang TERuNGGAH dapat dilihat di\nhttps://lpmp2ki.its.ac.id/pomits.\nJika terdapat penghapusan/penarikan artikel, dapat mengisi form pada link :\nhttps://its.id/FHAJTeknikITSPOMITS, untuk Jurnal Teknik ITS;\n1.-\nhttps:/l/its.id/FHAJSainsSenilTSPOMITS, untuk Jurnal Sains &Seni ITS;\n3.https://its.id/FHAJRepositorylTSPOMITS, untuk Jurnal Repository..\n Penghapusan Artikel akan dilakukan setelah yudisium berakhir.\nArtikel - artikel yang TIDAK MEMENUHI KETENTUAN PUBLIKASI (gaya selingkung\ntidak sesuai format dan file pendukung tidak lengkap) tidak akan DIPUBLIKASIKAN\ndi Jurnal Teknik ITS dan Jurnal Sains & Seni ITS.\nPeriode unggah artikel untuk yudisium 29 adalah sampai dengan \n15 Februari 2024 pukul 24.00 WIB""]",Artikel yang tidak memenuhi ketentuan publikasi (gaya selingkung tidak sesuai format dan file pendukung tidak lengkap) tidak akan dipublikasikan di Jurnal Teknik ITS dan Jurnal Sains & Seni ITS.
